Model Type: WaveAnalyzer 1500S
Model Number: 1500S
Serial Number: WA000819
Firmware Version: 1.04
Software Version: 1.9.0
Trace Name: Trace D
Resolution Bandwidth: 150 MHz
Warnings: Normal,ETP1
Creation Time: 2025-07-08T13:22:47

Data:
Frequency [THz]	Wavelength [nm]	Absolute Power [mW]	Power X-Polarization [mW]	Power Y-Polarization [mW]
192.282550	1559.124622	0.000165	4.562982E-5	0.000119
192.282650	1559.123811	0.000171	4.578677E-5	0.000126
192.282750	1559.123000	0.000170	4.413288E-5	0.000126
192.282850	1559.122189	0.000167	4.336457E-5	0.000124
192.282950	1559.121378	0.000161	4.564646E-5	0.000116
192.283050	1559.120567	0.000163	4.414456E-5	0.000119
192.283150	1559.119756	0.000177	4.424188E-5	0.000132
192.283250	1559.118946	0.000179	4.338684E-5	0.000136
192.283350	1559.118135	0.000179	4.312895E-5	0.000136
192.283450	1559.117324	0.000176	4.212240E-5	0.000134
192.283550	1559.116513	0.000178	4.269325E-5	0.000135
192.283650	1559.115702	0.000178	4.322791E-5	0.000134
192.283750	1559.114891	0.000181	4.742727E-5	0.000134
192.283850	1559.114081	0.000170	4.469088E-5	0.000126
192.283950	1559.113270	0.000172	4.625216E-5	0.000126
192.284050	1559.112459	0.000178	4.579272E-5	0.000132
192.284150	1559.111648	0.000176	4.660519E-5	0.000129
192.284250	1559.110837	0.000176	4.364905E-5	0.000132
192.284350	1559.110026	0.000183	4.240367E-5	0.000141
192.284450	1559.109216	0.000197	4.640834E-5	0.000151
192.284550	1559.108405	0.000188	4.597333E-5	0.000142
192.284650	1559.107594	0.000177	4.493327E-5	0.000132
192.284750	1559.106783	0.000173	4.671136E-5	0.000126
192.284850	1559.105972	0.000168	4.577965E-5	0.000122
192.284950	1559.105161	0.000175	4.631263E-5	0.000128
192.285050	1559.104351	0.000179	4.494656E-5	0.000135
192.285150	1559.103540	0.000181	4.635608E-5	0.000135
192.285250	1559.102729	0.000182	4.930150E-5	0.000132
192.285350	1559.101918	0.000180	4.718009E-5	0.000133
192.285450	1559.101107	0.000180	4.231947E-5	0.000137
192.285550	1559.100296	0.000174	4.116947E-5	0.000133
192.285650	1559.099486	0.000174	4.292930E-5	0.000131
192.285750	1559.098675	0.000168	4.542097E-5	0.000123
192.285850	1559.097864	0.000173	4.478715E-5	0.000128
192.285950	1559.097053	0.000180	4.316628E-5	0.000137
192.286050	1559.096242	0.000177	4.249841E-5	0.000134
192.286150	1559.095431	0.000176	4.293727E-5	0.000133
192.286250	1559.094621	0.000170	4.244260E-5	0.000127
192.286350	1559.093810	0.000163	4.322146E-5	0.000119
192.286450	1559.092999	0.000160	4.217912E-5	0.000118
192.286550	1559.092188	0.000168	4.269270E-5	0.000125
192.286650	1559.091377	0.000167	4.193719E-5	0.000125
192.286750	1559.090567	0.000163	4.230879E-5	0.000120
192.286850	1559.089756	0.000159	4.452397E-5	0.000115
192.286950	1559.088945	0.000163	4.256261E-5	0.000120
192.287050	1559.088134	0.000166	4.067146E-5	0.000126
192.287150	1559.087323	0.000162	4.121067E-5	0.000121
192.287250	1559.086512	0.000158	4.054240E-5	0.000118
192.287350	1559.085702	0.000155	4.094829E-5	0.000114
192.287450	1559.084891	0.000160	4.030624E-5	0.000119
192.287550	1559.084080	0.000160	3.971423E-5	0.000120
192.287650	1559.083269	0.000154	3.952279E-5	0.000115
192.287750	1559.082458	0.000162	3.995017E-5	0.000122
192.287850	1559.081648	0.000162	4.080174E-5	0.000121
192.287950	1559.080837	0.000159	4.290832E-5	0.000116
192.288050	1559.080026	0.000162	4.664298E-5	0.000116
192.288150	1559.079215	0.000162	4.490107E-5	0.000117
192.288250	1559.078404	0.000155	4.122514E-5	0.000114
192.288350	1559.077594	0.000158	4.284738E-5	0.000115
192.288450	1559.076783	0.000154	4.155638E-5	0.000112
192.288550	1559.075972	0.000156	3.878960E-5	0.000117
192.288650	1559.075161	0.000158	3.739093E-5	0.000121
192.288750	1559.074350	0.000162	3.890248E-5	0.000123
192.288850	1559.073540	0.000160	4.175852E-5	0.000118
192.288950	1559.072729	0.000158	4.175326E-5	0.000117
192.289050	1559.071918	0.000161	3.996503E-5	0.000121
192.289150	1559.071107	0.000172	4.042357E-5	0.000132
192.289250	1559.070296	0.000159	3.877903E-5	0.000120
192.289350	1559.069486	0.000160	3.978815E-5	0.000120
192.289450	1559.068675	0.000165	4.123131E-5	0.000124
192.289550	1559.067864	0.000160	3.821875E-5	0.000122
192.289650	1559.067053	0.000151	3.732324E-5	0.000114
192.289750	1559.066242	0.000162	4.186281E-5	0.000120
192.289850	1559.065432	0.000166	4.164924E-5	0.000124
192.289950	1559.064621	0.000155	4.084086E-5	0.000114
192.290050	1559.063810	0.000152	4.150495E-5	0.000111
192.290150	1559.062999	0.000152	3.979457E-5	0.000112
192.290250	1559.062189	0.000158	4.061137E-5	0.000118
192.290350	1559.061378	0.000155	3.826477E-5	0.000116
192.290450	1559.060567	0.000168	3.959904E-5	0.000128
192.290550	1559.059756	0.000163	4.106775E-5	0.000122
192.290650	1559.058945	0.000153	3.865681E-5	0.000114
192.290750	1559.058135	0.000161	3.957075E-5	0.000121
192.290850	1559.057324	0.000156	4.074231E-5	0.000116
192.290950	1559.056513	0.000161	3.863061E-5	0.000122
192.291050	1559.055702	0.000164	4.201292E-5	0.000122
192.291150	1559.054892	0.000160	4.344128E-5	0.000117
192.291250	1559.054081	0.000156	4.172519E-5	0.000114
192.291350	1559.053270	0.000160	4.025315E-5	0.000119
192.291450	1559.052459	0.000160	4.008715E-5	0.000120
192.291550	1559.051648	0.000160	4.096320E-5	0.000119
192.291650	1559.050838	0.000172	3.820319E-5	0.000134
192.291750	1559.050027	0.000178	4.184664E-5	0.000136
192.291850	1559.049216	0.000162	3.757884E-5	0.000124
192.291950	1559.048405	0.000160	3.870205E-5	0.000121
192.292050	1559.047595	0.000170	4.377360E-5	0.000126
192.292150	1559.046784	0.000175	4.364421E-5	0.000131
192.292250	1559.045973	0.000163	4.258718E-5	0.000120
192.292350	1559.045162	0.000168	4.125205E-5	0.000127
192.292450	1559.044351	0.000169	4.584221E-5	0.000123
192.292550	1559.043541	0.000166	4.411113E-5	0.000122
192.292650	1559.042730	0.000167	3.944613E-5	0.000128
192.292750	1559.041919	0.000165	4.164703E-5	0.000123
192.292850	1559.041108	0.000164	4.313034E-5	0.000121
192.292950	1559.040298	0.000151	3.939087E-5	0.000111
192.293050	1559.039487	0.000154	4.080747E-5	0.000113
192.293150	1559.038676	0.000164	3.962392E-5	0.000124
192.293250	1559.037865	0.000165	4.448649E-5	0.000121
192.293350	1559.037055	0.000153	4.113793E-5	0.000111
192.293450	1559.036244	0.000167	4.269891E-5	0.000124
192.293550	1559.035433	0.000166	4.107542E-5	0.000125
192.293650	1559.034622	0.000180	4.260701E-5	0.000137
192.293750	1559.033812	0.000165	4.023180E-5	0.000124
192.293850	1559.033001	0.000160	4.321151E-5	0.000117
192.293950	1559.032190	0.000159	4.249658E-5	0.000116
192.294050	1559.031379	0.000163	4.378931E-5	0.000120
192.294150	1559.030569	0.000175	4.717004E-5	0.000127
192.294250	1559.029758	0.000186	4.611939E-5	0.000140
192.294350	1559.028947	0.000176	4.444323E-5	0.000131
192.294450	1559.028136	0.000182	4.187707E-5	0.000140
192.294550	1559.027326	0.000176	4.370707E-5	0.000132
192.294650	1559.026515	0.000173	4.260172E-5	0.000130
192.294750	1559.025704	0.000164	3.930930E-5	0.000124
192.294850	1559.024893	0.000185	4.257598E-5	0.000143
192.294950	1559.024083	0.000177	4.168849E-5	0.000135
192.295050	1559.023272	0.000158	4.093108E-5	0.000117
192.295150	1559.022461	0.000165	4.177228E-5	0.000123
192.295250	1559.021650	0.000165	4.201869E-5	0.000123
192.295350	1559.020840	0.000159	4.321401E-5	0.000116
192.295450	1559.020029	0.000164	4.227562E-5	0.000121
192.295550	1559.019218	0.000159	4.120846E-5	0.000117
192.295650	1559.018407	0.000167	4.213737E-5	0.000125
192.295750	1559.017597	0.000180	4.357751E-5	0.000136
192.295850	1559.016786	0.000186	4.458184E-5	0.000142
192.295950	1559.015975	0.000172	4.712603E-5	0.000125
192.296050	1559.015164	0.000153	4.262398E-5	0.000111
192.296150	1559.014354	0.000154	4.124257E-5	0.000112
192.296250	1559.013543	0.000175	4.581187E-5	0.000129
192.296350	1559.012732	0.000168	4.338455E-5	0.000124
192.296450	1559.011921	0.000164	4.362184E-5	0.000120
192.296550	1559.011111	0.000161	4.299696E-5	0.000118
192.296650	1559.010300	0.000169	4.406453E-5	0.000125
192.296750	1559.009489	0.000169	4.488421E-5	0.000125
192.296850	1559.008679	0.000169	4.372117E-5	0.000125
192.296950	1559.007868	0.000180	4.415781E-5	0.000135
192.297050	1559.007057	0.000160	3.896896E-5	0.000121
192.297150	1559.006246	0.000161	4.151556E-5	0.000119
192.297250	1559.005436	0.000163	4.041483E-5	0.000122
192.297350	1559.004625	0.000164	3.865281E-5	0.000125
192.297450	1559.003814	0.000174	3.867924E-5	0.000135
192.297550	1559.003003	0.000164	3.815175E-5	0.000126
192.297650	1559.002193	0.000163	4.095706E-5	0.000122
192.297750	1559.001382	0.000159	4.001682E-5	0.000119
192.297850	1559.000571	0.000153	4.131667E-5	0.000111
192.297950	1558.999761	0.000154	4.173118E-5	0.000113
192.298050	1558.998950	0.000158	3.930516E-5	0.000119
192.298150	1558.998139	0.000163	4.193142E-5	0.000121
192.298250	1558.997328	0.000156	4.125987E-5	0.000115
192.298350	1558.996518	0.000169	4.332648E-5	0.000126
192.298450	1558.995707	0.000181	4.418533E-5	0.000136
192.298550	1558.994896	0.000178	4.120521E-5	0.000137
192.298650	1558.994086	0.000170	4.405036E-5	0.000126
192.298750	1558.993275	0.000158	3.877759E-5	0.000119
192.298850	1558.992464	0.000160	3.846789E-5	0.000122
192.298950	1558.991653	0.000162	4.258063E-5	0.000119
192.299050	1558.990843	0.000158	4.355955E-5	0.000115
192.299150	1558.990032	0.000160	4.158950E-5	0.000118
192.299250	1558.989221	0.000161	4.208860E-5	0.000119
192.299350	1558.988411	0.000160	4.310323E-5	0.000117
192.299450	1558.987600	0.000166	4.022129E-5	0.000126
192.299550	1558.986789	0.000166	4.198545E-5	0.000124
192.299650	1558.985978	0.000157	4.127739E-5	0.000115
192.299750	1558.985168	0.000156	4.008869E-5	0.000116
192.299850	1558.984357	0.000154	3.875786E-5	0.000115
192.299950	1558.983546	0.000148	3.854459E-5	0.000109
192.300050	1558.982736	0.000162	4.306827E-5	0.000119
192.300150	1558.981925	0.000165	4.268116E-5	0.000123
192.300250	1558.981114	0.000157	3.828252E-5	0.000119
192.300350	1558.980303	0.000163	4.257181E-5	0.000121
192.300450	1558.979493	0.000154	4.135588E-5	0.000112
192.300550	1558.978682	0.000152	3.703593E-5	0.000115
192.300650	1558.977871	0.000161	4.120241E-5	0.000120
192.300750	1558.977061	0.000155	3.878349E-5	0.000116
192.300850	1558.976250	0.000149	3.686764E-5	0.000112
192.300950	1558.975439	0.000160	4.020889E-5	0.000120
192.301050	1558.974629	0.000150	4.025727E-5	0.000110
192.301150	1558.973818	0.000139	3.816344E-5	0.000101
192.301250	1558.973007	0.000147	4.028750E-5	0.000107
192.301350	1558.972197	0.000156	3.834095E-5	0.000117
192.301450	1558.971386	0.000163	4.432734E-5	0.000119
192.301550	1558.970575	0.000155	4.265912E-5	0.000112
192.301650	1558.969764	0.000160	4.062332E-5	0.000120
192.301750	1558.968954	0.000160	3.865049E-5	0.000121
192.301850	1558.968143	0.000164	3.840063E-5	0.000126
192.301950	1558.967332	0.000151	3.747911E-5	0.000114
192.302050	1558.966522	0.000166	4.296951E-5	0.000123
192.302150	1558.965711	0.000162	4.459994E-5	0.000117
192.302250	1558.964900	0.000157	3.975016E-5	0.000117
192.302350	1558.964090	0.000156	4.161154E-5	0.000114
192.302450	1558.963279	0.000162	4.293781E-5	0.000119
192.302550	1558.962468	0.000150	3.709149E-5	0.000113
192.302650	1558.961658	0.000154	3.947609E-5	0.000114
192.302750	1558.960847	0.000155	3.702030E-5	0.000118
192.302850	1558.960036	0.000156	4.026992E-5	0.000116
192.302950	1558.959226	0.000159	4.168819E-5	0.000117
192.303050	1558.958415	0.000167	4.353740E-5	0.000123
192.303150	1558.957604	0.000162	4.265307E-5	0.000119
192.303250	1558.956794	0.000169	4.155254E-5	0.000128
192.303350	1558.955983	0.000169	4.299517E-5	0.000126
192.303450	1558.955172	0.000159	4.345975E-5	0.000116
192.303550	1558.954361	0.000167	4.074105E-5	0.000127
192.303650	1558.953551	0.000163	4.065648E-5	0.000123
192.303750	1558.952740	0.000153	3.693956E-5	0.000116
192.303850	1558.951929	0.000147	3.485012E-5	0.000112
192.303950	1558.951119	0.000153	4.159024E-5	0.000112
192.304050	1558.950308	0.000164	4.420728E-5	0.000119
192.304150	1558.949497	0.000156	4.057679E-5	0.000116
192.304250	1558.948687	0.000168	4.369067E-5	0.000125
192.304350	1558.947876	0.000164	4.152153E-5	0.000122
192.304450	1558.947065	0.000167	4.197461E-5	0.000125
192.304550	1558.946255	0.000157	4.404730E-5	0.000113
192.304650	1558.945444	0.000153	4.090550E-5	0.000112
192.304750	1558.944633	0.000152	3.793955E-5	0.000114
192.304850	1558.943823	0.000149	4.063195E-5	0.000108
192.304950	1558.943012	0.000164	4.358164E-5	0.000120
192.305050	1558.942201	0.000163	4.567629E-5	0.000117
192.305150	1558.941391	0.000157	4.240522E-5	0.000115
192.305250	1558.940580	0.000166	4.710257E-5	0.000118
192.305350	1558.939769	0.000162	4.214578E-5	0.000120
192.305450	1558.938959	0.000165	4.062646E-5	0.000125
192.305550	1558.938148	0.000164	3.804119E-5	0.000126
192.305650	1558.937338	0.000165	4.239057E-5	0.000123
192.305750	1558.936527	0.000163	4.112331E-5	0.000122
192.305850	1558.935716	0.000169	3.951309E-5	0.000129
192.305950	1558.934906	0.000167	4.159405E-5	0.000125
192.306050	1558.934095	0.000170	4.383472E-5	0.000126
192.306150	1558.933284	0.000177	4.964876E-5	0.000128
192.306250	1558.932474	0.000165	4.231371E-5	0.000123
192.306350	1558.931663	0.000157	4.382761E-5	0.000114
192.306450	1558.930852	0.000160	4.447910E-5	0.000116
192.306550	1558.930042	0.000166	4.441770E-5	0.000121
192.306650	1558.929231	0.000158	4.242088E-5	0.000116
192.306750	1558.928420	0.000162	4.005025E-5	0.000122
192.306850	1558.927610	0.000172	4.226792E-5	0.000130
192.306950	1558.926799	0.000162	4.163311E-5	0.000120
192.307050	1558.925988	0.000164	4.120662E-5	0.000123
192.307150	1558.925178	0.000164	4.073583E-5	0.000123
192.307250	1558.924367	0.000165	4.134483E-5	0.000123
192.307350	1558.923556	0.000156	4.291788E-5	0.000113
192.307450	1558.922746	0.000169	4.135523E-5	0.000128
192.307550	1558.921935	0.000165	4.523587E-5	0.000120
192.307650	1558.921125	0.000171	3.996414E-5	0.000131
192.307750	1558.920314	0.000158	4.231280E-5	0.000116
192.307850	1558.919503	0.000159	3.882431E-5	0.000120
192.307950	1558.918693	0.000165	4.328261E-5	0.000122
192.308050	1558.917882	0.000165	4.127038E-5	0.000124
192.308150	1558.917071	0.000170	4.341196E-5	0.000127
192.308250	1558.916261	0.000182	4.790054E-5	0.000134
192.308350	1558.915450	0.000163	4.372291E-5	0.000119
192.308450	1558.914639	0.000167	4.291740E-5	0.000125
192.308550	1558.913829	0.000170	4.387958E-5	0.000126
192.308650	1558.913018	0.000153	3.978386E-5	0.000114
192.308750	1558.912208	0.000170	4.460016E-5	0.000125
192.308850	1558.911397	0.000155	4.333414E-5	0.000112
192.308950	1558.910586	0.000160	4.095127E-5	0.000120
192.309050	1558.909776	0.000156	4.158212E-5	0.000114
192.309150	1558.908965	0.000156	3.871282E-5	0.000117
192.309250	1558.908154	0.000163	4.193694E-5	0.000121
192.309350	1558.907344	0.000164	3.656890E-5	0.000127
192.309450	1558.906533	0.000162	3.868553E-5	0.000123
192.309550	1558.905723	0.000147	3.640762E-5	0.000111
192.309650	1558.904912	0.000159	3.880810E-5	0.000120
192.309750	1558.904101	0.000159	4.234691E-5	0.000117
192.309850	1558.903291	0.000157	3.748841E-5	0.000119
192.309950	1558.902480	0.000164	4.389622E-5	0.000120
192.310050	1558.901669	0.000162	3.979803E-5	0.000123
192.310150	1558.900859	0.000166	4.477467E-5	0.000121
192.310250	1558.900048	0.000153	4.182454E-5	0.000111
192.310350	1558.899238	0.000164	4.378016E-5	0.000121
192.310450	1558.898427	0.000165	4.297274E-5	0.000122
192.310550	1558.897616	0.000156	4.020922E-5	0.000116
192.310650	1558.896806	0.000157	4.072694E-5	0.000116
192.310750	1558.895995	0.000165	4.031102E-5	0.000124
192.310850	1558.895185	0.000173	4.148647E-5	0.000131
192.310950	1558.894374	0.000166	4.122572E-5	0.000125
192.311050	1558.893563	0.000176	4.837394E-5	0.000127
192.311150	1558.892753	0.000164	4.140249E-5	0.000122
192.311250	1558.891942	0.000161	3.964884E-5	0.000121
192.311350	1558.891131	0.000163	3.859970E-5	0.000125
192.311450	1558.890321	0.000166	3.856716E-5	0.000127
192.311550	1558.889510	0.000154	4.057371E-5	0.000114
192.311650	1558.888700	0.000168	4.002642E-5	0.000129
192.311750	1558.887889	0.000174	4.083135E-5	0.000134
192.311850	1558.887078	0.000162	3.858790E-5	0.000123
192.311950	1558.886268	0.000164	3.978168E-5	0.000124
192.312050	1558.885457	0.000170	4.226445E-5	0.000128
192.312150	1558.884647	0.000173	4.134629E-5	0.000132
192.312250	1558.883836	0.000161	3.778825E-5	0.000123
192.312350	1558.883025	0.000157	4.008059E-5	0.000117
192.312450	1558.882215	0.000169	3.702935E-5	0.000132
192.312550	1558.881404	0.000168	3.862894E-5	0.000129
192.312650	1558.880594	0.000169	4.155581E-5	0.000128
192.312750	1558.879783	0.000173	4.515523E-5	0.000128
192.312850	1558.878972	0.000171	4.269733E-5	0.000129
192.312950	1558.878162	0.000157	3.958872E-5	0.000117
192.313050	1558.877351	0.000163	3.921113E-5	0.000124
192.313150	1558.876541	0.000166	4.163517E-5	0.000124
192.313250	1558.875730	0.000161	4.100773E-5	0.000120
192.313350	1558.874919	0.000164	4.142028E-5	0.000123
192.313450	1558.874109	0.000169	4.353324E-5	0.000125
192.313550	1558.873298	0.000173	4.114589E-5	0.000132
192.313650	1558.872488	0.000160	4.034893E-5	0.000120
192.313750	1558.871677	0.000167	3.981134E-5	0.000127
192.313850	1558.870867	0.000157	3.764533E-5	0.000120
192.313950	1558.870056	0.000171	3.797681E-5	0.000133
192.314050	1558.869245	0.000163	4.111940E-5	0.000122
192.314150	1558.868435	0.000166	4.436903E-5	0.000122
192.314250	1558.867624	0.000162	3.982643E-5	0.000122
192.314350	1558.866814	0.000160	4.021633E-5	0.000120
192.314450	1558.866003	0.000167	4.413772E-5	0.000123
192.314550	1558.865192	0.000162	4.228477E-5	0.000120
192.314650	1558.864382	0.000171	4.419339E-5	0.000126
192.314750	1558.863571	0.000166	4.198668E-5	0.000124
192.314850	1558.862761	0.000156	4.093592E-5	0.000115
192.314950	1558.861950	0.000168	3.946020E-5	0.000129
192.315050	1558.861140	0.000172	4.042733E-5	0.000131
192.315150	1558.860329	0.000162	4.028176E-5	0.000121
192.315250	1558.859518	0.000165	3.902944E-5	0.000126
192.315350	1558.858708	0.000162	4.129325E-5	0.000121
192.315450	1558.857897	0.000172	4.069737E-5	0.000131
192.315550	1558.857087	0.000179	3.868177E-5	0.000140
192.315650	1558.856276	0.000154	3.979965E-5	0.000114
192.315750	1558.855466	0.000163	4.060497E-5	0.000122
192.315850	1558.854655	0.000169	4.046117E-5	0.000128
192.315950	1558.853844	0.000174	4.034543E-5	0.000133
192.316050	1558.853034	0.000171	3.659704E-5	0.000135
192.316150	1558.852223	0.000169	3.692329E-5	0.000132
192.316250	1558.851413	0.000171	3.914743E-5	0.000132
192.316350	1558.850602	0.000176	3.931620E-5	0.000137
192.316450	1558.849792	0.000163	3.867519E-5	0.000124
192.316550	1558.848981	0.000172	4.035754E-5	0.000132
192.316650	1558.848170	0.000186	4.499051E-5	0.000141
192.316750	1558.847360	0.000164	4.357871E-5	0.000121
192.316850	1558.846549	0.000178	4.300949E-5	0.000135
192.316950	1558.845739	0.000179	4.235427E-5	0.000136
192.317050	1558.844928	0.000170	4.262426E-5	0.000127
192.317150	1558.844118	0.000173	4.326480E-5	0.000130
192.317250	1558.843307	0.000172	4.158691E-5	0.000131
192.317350	1558.842497	0.000165	4.155582E-5	0.000124
192.317450	1558.841686	0.000158	3.916538E-5	0.000119
192.317550	1558.840875	0.000161	4.132998E-5	0.000120
192.317650	1558.840065	0.000162	4.094853E-5	0.000121
192.317750	1558.839254	0.000177	4.070568E-5	0.000136
192.317850	1558.838444	0.000169	4.274194E-5	0.000126
192.317950	1558.837633	0.000169	3.911067E-5	0.000130
192.318050	1558.836823	0.000164	4.082358E-5	0.000123
192.318150	1558.836012	0.000168	3.880014E-5	0.000129
192.318250	1558.835202	0.000164	3.743970E-5	0.000126
192.318350	1558.834391	0.000163	4.417352E-5	0.000119
192.318450	1558.833580	0.000176	4.027249E-5	0.000135
192.318550	1558.832770	0.000157	4.082401E-5	0.000116
192.318650	1558.831959	0.000150	3.892476E-5	0.000111
192.318750	1558.831149	0.000170	3.864579E-5	0.000132
192.318850	1558.830338	0.000176	4.200211E-5	0.000134
192.318950	1558.829528	0.000169	4.305623E-5	0.000126
192.319050	1558.828717	0.000164	3.988163E-5	0.000124
192.319150	1558.827907	0.000165	3.897340E-5	0.000126
192.319250	1558.827096	0.000146	3.380216E-5	0.000113
192.319350	1558.826286	0.000154	3.625914E-5	0.000118
192.319450	1558.825475	0.000160	3.624498E-5	0.000124
192.319550	1558.824664	0.000158	3.811396E-5	0.000120
192.319650	1558.823854	0.000160	3.863643E-5	0.000122
192.319750	1558.823043	0.000159	3.788171E-5	0.000121
192.319850	1558.822233	0.000171	3.683973E-5	0.000134
192.319950	1558.821422	0.000166	3.995551E-5	0.000126
192.320050	1558.820612	0.000162	4.258493E-5	0.000120
192.320150	1558.819801	0.000160	4.002262E-5	0.000120
192.320250	1558.818991	0.000166	4.113934E-5	0.000125
192.320350	1558.818180	0.000154	3.624959E-5	0.000118
192.320450	1558.817370	0.000163	3.917773E-5	0.000124
192.320550	1558.816559	0.000152	3.888216E-5	0.000113
192.320650	1558.815749	0.000153	3.678911E-5	0.000116
192.320750	1558.814938	0.000149	3.663485E-5	0.000113
192.320850	1558.814128	0.000151	3.844738E-5	0.000113
192.320950	1558.813317	0.000154	3.964173E-5	0.000114
192.321050	1558.812506	0.000152	3.769183E-5	0.000115
192.321150	1558.811696	0.000151	3.831447E-5	0.000112
192.321250	1558.810885	0.000157	3.658576E-5	0.000121
192.321350	1558.810075	0.000153	3.717445E-5	0.000116
192.321450	1558.809264	0.000153	3.584784E-5	0.000117
192.321550	1558.808454	0.000147	3.722288E-5	0.000110
192.321650	1558.807643	0.000144	3.842978E-5	0.000105
192.321750	1558.806833	0.000163	4.025156E-5	0.000122
192.321850	1558.806022	0.000165	4.046992E-5	0.000125
192.321950	1558.805212	0.000150	3.550883E-5	0.000115
192.322050	1558.804401	0.000152	3.660344E-5	0.000115
192.322150	1558.803591	0.000153	3.871377E-5	0.000114
192.322250	1558.802780	0.000177	3.886316E-5	0.000138
192.322350	1558.801970	0.000160	3.615882E-5	0.000124
192.322450	1558.801159	0.000162	3.672038E-5	0.000126
192.322550	1558.800349	0.000150	3.998169E-5	0.000110
192.322650	1558.799538	0.000151	3.634504E-5	0.000115
192.322750	1558.798728	0.000163	3.635429E-5	0.000127
192.322850	1558.797917	0.000162	4.086163E-5	0.000121
192.322950	1558.797107	0.000152	4.048748E-5	0.000111
192.323050	1558.796296	0.000159	3.961041E-5	0.000120
192.323150	1558.795486	0.000160	3.844687E-5	0.000121
192.323250	1558.794675	0.000167	3.830787E-5	0.000129
192.323350	1558.793865	0.000163	4.089871E-5	0.000122
192.323450	1558.793054	0.000154	3.858885E-5	0.000115
192.323550	1558.792244	0.000156	3.699794E-5	0.000119
192.323650	1558.791433	0.000149	3.620648E-5	0.000113
192.323750	1558.790623	0.000156	3.533601E-5	0.000121
192.323850	1558.789812	0.000164	4.183286E-5	0.000122
192.323950	1558.789002	0.000167	4.012360E-5	0.000127
192.324050	1558.788191	0.000163	3.740983E-5	0.000126
192.324150	1558.787381	0.000155	3.812996E-5	0.000117
192.324250	1558.786570	0.000173	4.050437E-5	0.000132
192.324350	1558.785760	0.000163	3.952571E-5	0.000123
192.324450	1558.784949	0.000168	4.085487E-5	0.000127
192.324550	1558.784139	0.000165	4.242135E-5	0.000122
192.324650	1558.783328	0.000168	4.114223E-5	0.000127
192.324750	1558.782518	0.000162	3.878779E-5	0.000123
192.324850	1558.781707	0.000161	4.107215E-5	0.000120
192.324950	1558.780897	0.000170	3.792617E-5	0.000133
192.325050	1558.780086	0.000170	3.829609E-5	0.000132
192.325150	1558.779276	0.000161	3.771244E-5	0.000123
192.325250	1558.778465	0.000173	4.071977E-5	0.000132
192.325350	1558.777655	0.000158	3.641765E-5	0.000122
192.325450	1558.776844	0.000157	3.509888E-5	0.000122
192.325550	1558.776034	0.000169	3.970430E-5	0.000129
192.325650	1558.775223	0.000168	3.842761E-5	0.000130
192.325750	1558.774413	0.000162	3.829723E-5	0.000124
192.325850	1558.773602	0.000168	3.967723E-5	0.000128
192.325950	1558.772792	0.000177	4.017689E-5	0.000137
192.326050	1558.771981	0.000159	3.749805E-5	0.000121
192.326150	1558.771171	0.000168	3.989002E-5	0.000128
192.326250	1558.770360	0.000170	4.001379E-5	0.000130
192.326350	1558.769550	0.000160	4.303975E-5	0.000117
192.326450	1558.768739	0.000158	3.924878E-5	0.000119
192.326550	1558.767929	0.000162	3.563961E-5	0.000127
192.326650	1558.767118	0.000176	3.688453E-5	0.000140
192.326750	1558.766308	0.000163	3.933318E-5	0.000124
192.326850	1558.765497	0.000170	3.981194E-5	0.000130
192.326950	1558.764687	0.000163	3.702771E-5	0.000125
192.327050	1558.763876	0.000176	4.234424E-5	0.000134
192.327150	1558.763066	0.000179	4.150136E-5	0.000137
192.327250	1558.762255	0.000177	4.079031E-5	0.000136
192.327350	1558.761445	0.000165	4.077264E-5	0.000124
192.327450	1558.760635	0.000168	3.844798E-5	0.000130
192.327550	1558.759824	0.000172	3.852908E-5	0.000133
192.327650	1558.759014	0.000163	4.113155E-5	0.000122
192.327750	1558.758203	0.000162	4.114971E-5	0.000121
192.327850	1558.757393	0.000165	4.020519E-5	0.000125
192.327950	1558.756582	0.000158	4.004271E-5	0.000118
192.328050	1558.755772	0.000162	3.934288E-5	0.000123
192.328150	1558.754961	0.000168	3.813650E-5	0.000129
192.328250	1558.754151	0.000166	4.172956E-5	0.000124
192.328350	1558.753340	0.000176	4.069029E-5	0.000135
192.328450	1558.752530	0.000168	4.543059E-5	0.000122
192.328550	1558.751719	0.000172	4.145168E-5	0.000130
192.328650	1558.750909	0.000166	3.916556E-5	0.000126
192.328750	1558.750098	0.000175	4.017666E-5	0.000135
192.328850	1558.749288	0.000156	3.990204E-5	0.000116
192.328950	1558.748478	0.000162	4.117229E-5	0.000121
192.329050	1558.747667	0.000156	3.911822E-5	0.000117
192.329150	1558.746857	0.000167	3.858346E-5	0.000128
192.329250	1558.746046	0.000163	3.862224E-5	0.000124
192.329350	1558.745236	0.000170	3.907684E-5	0.000131
192.329450	1558.744425	0.000169	3.967252E-5	0.000129
192.329550	1558.743615	0.000159	3.740709E-5	0.000121
192.329650	1558.742804	0.000150	3.810012E-5	0.000111
192.329750	1558.741994	0.000159	3.919737E-5	0.000120
192.329850	1558.741183	0.000161	3.796085E-5	0.000123
192.329950	1558.740373	0.000166	3.840250E-5	0.000128
192.330050	1558.739563	0.000167	3.839545E-5	0.000128
